Senior Data Scientist,Intuit,"Mountain View, CA 94039","[     Overview    Come join Intuit as a senior data scientist in the Small Business and Self-Employed Group (SBSEG) Data Science &amp; Analytics team. We are looking for creative problem solvers with a passion to deliver data-driven insights. This position leads a team of talented analysts and scientists to work alongside with business stakeholders to deliver customer insights and recommendations.    Responsibilities     Join a team of talented analysts and scientists with a focus on customer acquisition, retention and end-to-end customer experiences.   Partner with business leaders (e.g. marketing, product and customer success) to define business strategies, areas of investment, and critical priorities.   Translate business and analytics strategies into multiple short-term and long-term projects, and manage end-to-end execution.   Deliver analytics insights that lead to decisions or better hypotheses, and evangelizes innovative analytics ideas that enable new opportunities.   Drive analytics rigor by inspecting and experimenting methodologies, improving techniques, and creating a learning culture.   Roles-model “win-together” while challenging status quo and driving changes across teams regardless of organizational structure.   5+ years of diverse analytics experience on end-to-end customer-level data across marketing and product   Strong passion in uncovering strategic opportunities and solving business problems   Proficient with SQL and knowledgeable of statistical methods   Experience in data gap assessments, requirements and infrastructure implementation   Outstanding communications skills with both technical and non-technical colleagues   Undergraduate degree a must. Masters in a quantitative discipline preferred        Imagine a career where your creative inspiration can fuel BIG innovation. Year-over-year, Intuit has been recognized as a best employer and is consistently ranked on Fortune’s “100 Best Companies To Work For” and Fortune World’s “Most Admired Software Companies” lists. Immerse yourself in our award winning culture while creating breakthrough solutions that simplify the lives of consumers and small businesses and their customers worldwide.      Intuit is expanding its social, mobile, and global footprint with a full suite of products and services that are revolutionizing the industry. Utilizing design for delight and lean startup methodologies, our entrepreneurial employees have brought more than 250 innovations to market – from QuickBooks® and TurboTax®, to GoPayment, Mint.com, big data, cloud (SaaS, PaaS) and mobile apps. The breadth and depth of these customer-driven innovations mean limitless opportunities for you to turn your ingenious ideas into reality at Intuit.       Discover what it’s like to be part of a team that rewards taking risks and trying new things. It’s time to love what you do! Check out all of our career opportunities at: careers.intuit.com. EOE AA M/F/Vet/Disability      Qualifications     5+ years of diverse analytics experience on end-to-end customer-level data across marketing and product   Strong passion in uncovering strategic opportunities and solving business problems   Proficient with SQL and knowledgeable of statistical methods   Experience in data gap assessments, requirements and infrastructure implementation   Outstanding communications skills with both technical and non-technical colleagues   Undergraduate degree a must. Masters in a quantitative discipline preferred        Imagine a career where your creative inspiration can fuel BIG innovation. Year-over-year, Intuit has been recognized as a best employer and is consistently ranked on Fortune’s “100 Best Companies To Work For” and Fortune World’s “Most Admired Software Companies” lists. Immerse yourself in our award winning culture while creating breakthrough solutions that simplify the lives of consumers and small businesses and their customers worldwide.      Intuit is expanding its social, mobile, and global footprint with a full suite of products and services that are revolutionizing the industry. Utilizing design for delight and lean startup methodologies, our entrepreneurial employees have brought more than 250 innovations to market – from QuickBooks® and TurboTax®, to GoPayment, Mint.com, big data, cloud (SaaS, PaaS) and mobile apps. The breadth and depth of these customer-driven innovations mean limitless opportunities for you to turn your ingenious ideas into reality at Intuit.       Discover what it’s like to be part of a team that rewards taking risks and trying new things. It’s time to love what you do! Check out all of our career opportunities at: careers.intuit.com. EOE AA M/F/Vet/Disability    ]"
Data Scientist,Blue Owl,"San Francisco, CA","[     A million people a year die in car collisions around the world and we want that number to be zero. We invite you to help us build an InsurTech company that uses rich customer insights, advanced technology, and data science to save lives by preventing car collisions before they happen. We recently launched our first product, hiroad.com, a cloud native insurance solution that rewards people for the act of driving well.      With impressive funding, a compelling vision, and a world-class team, we're poised to re-engineer a trillion-dollar category from the ground up- and that's just where we're beginning. Longer term, we're out to change behavior and promote mindful living at a societal level.       The data science team builds the data-driven features of the company.       Requirements for all data scientists      Demonstrable expertise building and supporting machine learning models deployed to production   Expert in Python and core libraries used by data scientists (Numpy, Scipy, Pandas, Scikit-learn, Matplotlib/Seaborn, etc.)   Experience using Jupyter notebooks   Experience working with large or fast moving data sets   Qualified for one of the the specializations below          Specialization: Machine Learning       Scikit-learn expert:  This means you have rolled your own transformers and estimators, which you chained together in a pipeline and found optimal hyperparameters via a randomized grid search (or some other method).    Pandas and Numpy expert:  You have used pandas enough to run into its rough parts. Very likely you read Wes’ book. You are fluent with Numpy and array oriented programming in general.    Modern techniques:  You are deeply familiar with different validation pitfalls, understand how to effectively ensemble several models, and have experimented with different hyperparameter optimization methods.    Modern data:  You have built models using unstructured data such as text or images. You have built time series models using econometric approaches as well as machine learning approaches. Deep algorithmic understanding: You know all the nitty-gritty details of your favorite machine learning algorithms.          Specialization: Marketing       Statistical rigor:  You should have a solid foundation of the statistics behind standard statistical design methods such as A/B testing and multivariate testing. For example, you should know how to deal with clustering and should be able to determine the standard errors of different statistics through simulation.    Multi-armed bandit models:  You know how to implement the technique and how to write a good cost function.    Modern techniques:  You can build a model that powers an app that serves a unique arrangement of diverse components to each user such that the specific components served were chosen to maximize the specific user’s probability of selecting a call to action (i.e. using machine learning to identify complex heterogenous treatment effects).    War stories:  You must be able to talk about times you ran experiments in a complex environment and what you learned from the effort   Specific experience in marketing optimization is a plus.          Specialization: Insurance       Industry experience : You have solid P&amp;C experience and have had a significant role in building either pricing or underwriting models.    Insurance algorithms : Regulators love GLMs. You must be an expert in GLMs.    Modern tools : Maybe you used SAS in the past, but know you should be comfortable building models with Python.          More details      Salary: We invest in first-rate people and pay top-of-market salaries for most positions, factoring in experience and talent. We do not offer equity.   Benefits: Medical, dental, vision, 401(k), wellness reimbursement, four weeks of vacation + six weeks of parental leave, and great work-life balance. Plus on-site shower and bike stalls, and panoramic views of San Francisco.   Location near Montgomery BART station in the financial district.   Location: San Francisco, CA        To apply for this role, you must complete a simple tech challenge based on the specialization you choose. Each specialization has a unique coding exercise.        Machine Learning simple tech challenge   Marketing simple tech challenge   Insurance simple tech challenge        All are welcome at Blue Owl. We are an equal opportunity and affirmative action employer who values diversity and inclusion and looks for applicants who understand, embrace and thrive in a multicultural world. We do not discriminate on the basis of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.      ]"
Junior Data Analyst,The Rockridge Group,"San Francisco, CA 94111","[    Title: Junior Data Analyst    Location: South San Francisco, CA    Job Summary:    Responsible for tracking inventory, migrating schedules, and generating spreadsheets for technicians, data collection, etc. Once administrative work is complete, individual will transition to actual technical work.   Requirements/skillsets:      Good organizational skills  that are relative to an administration role.   Good time management  skills are a must.  Excellent phone and communication skills  Basic or general understanding of computer usage and skills.  Support of PC &amp; MAC Platforms &amp; Operating Systems.  Working knowledge of Microsoft Office applications (Word, Excel, PowerPoint, and Outlook)  Working knowledge of Google Drive which includes  Google Sheets ,  Google Docs  and  Google  Slides  Strong skills in computer programs used for process control as well as document and spreadsheet creation and interpretation   Job Type: Full-time  Salary: $18.00 to $23.00 /hour  Experience:   Microsoft Office: 2 years (Required)  Pivot Tables: 2 years (Required)  Google Docs: 2 years (Required)  Excel spreadsheet: 2 years (Preferred)   Location:   South San Francisco, CA (Required)   Work authorization:   United States (Required)   Work Location:   One location   Schedule::   Monday to Friday    ]"
Data Analyst,Seen by Indeed,"San Francisco, CA","[      Seen by Indeed is a free service that connects qualified job-seekers (that's you) with top companies hiring tech roles.    With one application you can be considered for thousands of tech roles from leading companies on Seen.        How Seen Works    We find out what's important to you and match you with your dream job     Get started –  Complete a 5-minute application to be considered for roles at hundreds of leading companies    Get matched –  Companies apply to you with opportunities that reflect your role, location and salary specifications    Get career coaching –  Level up with free 1:1 coaching, our team will make sure you're ready to tackle any interview    Get your dream job         Skills and Requirements    We look for top tech talent to join the Seen platform. Each candidate is reviewed on the following to make sure you're a good fit for our network       In Demand Skills    From strong communication skills to experience with the latest technologies, you have what employers are looking for        Stand Out Qualities    You bring unique qualities and traits that stand out and make an impact        Change ready    You are ready for a career changes and will be responsive to employers who reach out with job opportunities         Get matched with top tech companies on Seen!       ]"
Data Scientist,Blue Owl,"San Francisco, CA","[     A million people a year die in car collisions around the world and we want that number to be zero. We invite you to help us build an InsurTech company that uses rich customer insights, advanced technology, and data science to save lives by preventing car collisions before they happen. We recently launched our first product, hiroad.com, a cloud native insurance solution that rewards people for the act of driving well.      With impressive funding, a compelling vision, and a world-class team, we're poised to re-engineer a trillion-dollar category from the ground up- and that's just where we're beginning. Longer term, we're out to change behavior and promote mindful living at a societal level.       The data science team builds the data-driven features of the company.       Requirements for all data scientists      Demonstrable expertise building and supporting machine learning models deployed to production   Expert in Python and core libraries used by data scientists (Numpy, Scipy, Pandas, Scikit-learn, Matplotlib/Seaborn, etc.)   Experience using Jupyter notebooks   Experience working with large or fast moving data sets   Qualified for one of the the specializations below          Specialization: Machine Learning       Scikit-learn expert:  This means you have rolled your own transformers and estimators, which you chained together in a pipeline and found optimal hyperparameters via a randomized grid search (or some other method).    Pandas and Numpy expert:  You have used pandas enough to run into its rough parts. Very likely you read Wes’ book. You are fluent with Numpy and array oriented programming in general.    Modern techniques:  You are deeply familiar with different validation pitfalls, understand how to effectively ensemble several models, and have experimented with different hyperparameter optimization methods.    Modern data:  You have built models using unstructured data such as text or images. You have built time series models using econometric approaches as well as machine learning approaches. Deep algorithmic understanding: You know all the nitty-gritty details of your favorite machine learning algorithms.          Specialization: Marketing       Statistical rigor:  You should have a solid foundation of the statistics behind standard statistical design methods such as A/B testing and multivariate testing. For example, you should know how to deal with clustering and should be able to determine the standard errors of different statistics through simulation.    Multi-armed bandit models:  You know how to implement the technique and how to write a good cost function.    Modern techniques:  You can build a model that powers an app that serves a unique arrangement of diverse components to each user such that the specific components served were chosen to maximize the specific user’s probability of selecting a call to action (i.e. using machine learning to identify complex heterogenous treatment effects).    War stories:  You must be able to talk about times you ran experiments in a complex environment and what you learned from the effort   Specific experience in marketing optimization is a plus.          Specialization: Insurance       Industry experience : You have solid P&amp;C experience and have had a significant role in building either pricing or underwriting models.    Insurance algorithms : Regulators love GLMs. You must be an expert in GLMs.    Modern tools : Maybe you used SAS in the past, but know you should be comfortable building models with Python.          More details      Salary: We invest in first-rate people and pay top-of-market salaries for most positions, factoring in experience and talent. We do not offer equity.   Benefits: Medical, dental, vision, 401(k), wellness reimbursement, four weeks of vacation + six weeks of parental leave, and great work-life balance. Plus on-site shower and bike stalls, and panoramic views of San Francisco.   Location near Montgomery BART station in the financial district.   Location: San Francisco, CA        To apply for this role, you must complete a simple tech challenge based on the specialization you choose. Each specialization has a unique coding exercise.        Machine Learning simple tech challenge   Marketing simple tech challenge   Insurance simple tech challenge        All are welcome at Blue Owl. We are an equal opportunity and affirmative action employer who values diversity and inclusion and looks for applicants who understand, embrace and thrive in a multicultural world. We do not discriminate on the basis of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.      ]"
Data Analyst 5,Ursus,"San Francisco, CA","[   Job Title:  Data Analyst 5     Location:  San Francisco, CA     Duration:  6 months     Summary:  We are seeking an experienced Sr Data Science Analyst to support the Adobe Spark and CC Education teams. This role is a strategic role, partnering with product managers and the leadership team making key decisions about the direction of our products. We're looking for someone who has experience and passion about behavioral analysis for software products.     Responsibilities:   Deliver user insights and analysis  Analyze data to create a deeper understanding of our users and their behaviors  Present findings to key leadership to influence product roadmaps  Design, implement, and analyze A/B experiments to provide reports and actionable insights  Identify opportunities and advocate for product improvement and optimization  Build dashboards and tools that provide insight around key metrics  Perform ad hoc analysis and data modeling to understand and predict behavior trends, in order to optimize growth and engagement  Collaborate with cross-functional team members including product managers and other software engineers to deliver compelling products/services  Be a thought leader in the data and product teams around experimentation and product insights  Help our business make the right decisions  Partner closely with teams to understand their business objectives and provide data-driven solutions and recommendations.  Define the key business metrics to track the health of our business and drive better decision making  Emphasize the value of data/analytics and help drive a data-informed culture.  Drive our data platform  Partner directly with the product development teams on product instrumentation, product flow and data capture.  Help drive the strategy and roadmap for data/analytics tools and systems.  Become the subject matter expert on our data platform, including driving the requirements for our internal event logging systems, data processing engines, experimentation frameworks, and data visualization/dashboard tools.  Build trust in data by creating processes and frameworks that ensure data integrity and consistent data definitions.     Qualifications:   Extensive experience with SQL.  Experience with software product behavior and funnel data.  Ability to sift through large amounts of information, extract key insights, and communicate succinctly  Experience with data visualization tools such as Tableau, PowerBI  Willingness to dig-in and understand the data and to leverage creative thinking and problem-solving skills are absolute musts.  Self-starter who takes the initiative to get things done.  Outstanding team player with a customer-back mindset.  Helpful, can-do attitude and a willingness to take ownership of problems  You will have the ability to tell a compelling story with this data because numbers are only as good as the way in which they are presented.  Excellent data communication and storytelling ability  Experience deriving and presenting insights from data analyses to product and/or business leaders  ]"
Data Science Intern,Sikka Software,"San Jose, CA 95110","[   We are looking for a Data Science Intern who will support our product, sales, leadership and marketing teams with insights gained from analyzing cloud data.  This is a unique opportunity to get in on the ground floor of a new multi-disciplined team of experienced individuals who will be driving the solution design, development, and deployment of advanced machine learning solutions supporting the company’s digital medicine program and other mobile health applications.  The position is within Sikka Artificial Intelligence Lab’s team, which contributes to our autonomous diagnosis, health outcomes and inferencing technology strategy as well as our self-driving practice initiative.  The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the effectiveness of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They must have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams, from databasing and APIs to user engagement data. The right candidate will have a passion for discovering solutions hidden in large data sets and working with stakeholders to improve business outcomes.   Responsibilities:     Provide insights into machine learning techniques focused on classification, supervised learning, reinforced learning and eventually deep learning  Produce new and creative ML solutions in a landscape may include neural networks, with specific interest and emphasis on classification, supervised and unsupervised learning leading to deep learning systems, computer vision, human-computer interaction  Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions  Assess the effectiveness and accuracy of new data sources and data gathering techniques  Develop custom data models and algorithms to apply to data sets  Coordinate with different functional teams to implement models and monitor outcomes  Develop processes and tools to monitor and analyze model performance and data accuracy    Desired technical expertise:     Strong problem solving skills  Experience using statistical computer languages (R, Python, SLQ, etc.) to manipulate data and draw insights from large data sets.  Experience working with and creating data architectures.  Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages/drawbacks.  Knowledge of advanced statistical techniques and concepts (regression, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.  Excellent written and verbal communication skills for coordinating across teams.  A drive to learn and master new technologies and techniques   We’re looking for someone in the midst of completing their Master’s or PHD in Statistics, Mathematics, Computer Science or another quantitative field and is familiar with the following software/tools:   Knowledge and experience in statistical and data mining techniques: GLM/Regression, Random Forest, Boosting, Trees, text mining, etc.  Knowledge/Experience querying databases and using statistical computer languages: R, Python  Knowledge/Experience using web services: Spark, S3, RedShift, etc.  Knowledge/Experience creating and using advanced machine learning algorithms and statistics: regression, simulation, scenario analysis, modeling, clustering, decision trees, neural networks, etc.  Knowledge/Experience with distributed data/computing tools: Map/Reduce, Hadoop, Hive, Spark, MySQL  Knowledge/Experience with NoSQL databases, such as MongoDB, Neo4J, Neptune, Cassandra, HBase and associated languages (Cypher, Gremlin)    Company Description:    Sikka Software is revolutionizing the field of retail healthcare software by providing the Sikka Platform Cloud which is seamlessly connected to over 400 combinations of practice management and financial systems covering over 96% of the dental, veterinary, audiology and optometry markets and provides a single application programming interface that anyone can build apps on. The company began with a simple vision, to help healthcare providers and small offices optimize their businesses via a series of easy-to-use cloud based applications through the Sikka Platform Cloud. Sikka Software has over 17,000 installations and is experiencing strong growth and market presence in the retail healthcare big data space.  Apply to start your career adventure with us!  Principals only please.  Job Type: Internship  Work Location:   One location    ]"
Research Data Analyst,University of California San Francisco,"San Francisco, CA 94143","[   The Research Data Analyst works on research data reporting assignments that are of moderate diversity in scope. Exercises judgment within generally defined practices and policies in selecting methods and techniques for obtaining solutions.    As a Research Data Analyst, performs quality checks on cancer registry data and conducts data analysis in support of cancer research studies, maintains large research databases, responds to requests for confidential cancer data and cancer statistics, communicates cancer information and statistics in written and online publications of varying formats. Works independently and as part of the Surveillance Research team. Conducts analyses, interprets results, prepares data for dissemination via peer-reviewed journals, scientific and community meetings, and co-authors scientific manuscripts. Uses skills as an experienced research professional with understanding of statistical analyses and application of epidemiologic principles. Provides research support to internal and external investigators / faculty in cancer surveillance projects and publications. Contributes to development of grant proposals.     DEPARTMENT OF EPIDEMIOLOGY &amp; BIOSTATISTICS  The Department of Epidemiology and Biostatistics (DEB), housed within the UCSF School of Medicine (SOM), has a vision to advance discoveries and insights into the distribution, determinants and outcomes of disease that will drive improvements in population health worldwide.     The DEB has three missions: 1) education, 2) science, and 3) research.     Its educational mission is to train students in epidemiologic and biostatistical methods for studying disease etiology and prevention, evaluating tests and treatments, and using evidence-based approaches in clinical practice and population health.     The scientific mission of the DEB is to perform outstanding basic, clinical and population health research along a spectrum from molecules to society and to develop tools for the translation of knowledge that will improve clinical practice and population health and ensure optimal use of resources.     The clinical mission of the Department is to support the practice of public health and preventive medicine in local, state, national and international health agencies.    ABOUT UCSF   The University of California, San Francisco (UCSF) is a leading university dedicated to promoting health worldwide through advanced biomedical research, graduate-level education in the life sciences and health professions, and excellence in patient care. It is the only campus in the 10-campus UC system dedicated exclusively to the health sciences.   ]"
Data Analyst II,NaN,NaN,"[   SRI Education is a dynamic group of researchers and technical assistance providers working to solve complex issues in education. Our work combines research, policy, and technology to support education from early childhood (birth to age 5) through post-secondary. SRI Education has a diverse portfolio of education work including federal, state, commercial, and foundation-funded projects.    SRI Education is seeking an entry to mid-level SAS programmer/analyst in the Center for Learning and Development (CLD).    Duties include:   Developing and revising SAS programs   Maintaining project documentation   Organizing and managing data   Reading in data from various sources (e.g., Excel, text file)   Labeling and formatting variables   Creating new variables as specified by senior programmer or researcher   Merging data from multiple sources   Outputting simple descriptive statistics independently or more complex statistical results in consultation with others   Working with senior programmer or researcher to provide data requested in analysis plan   Following programming standards   Working as part of a project team        Two or more years of full-time job experience in SAS programming.   Skilled with SAS Base and experience with SAS/Macros. Must be skilled in DATA Step programming (e.g., use of functions, merging datasets, understanding error messages).   B.A. or B.S. degree.   Proficiency with Microsoft Office products and desire to learn new software skills, as appropriate.   Exceptional attention to detail.   Skilled problem solver willing and able to ask questions and use SAS documentation.   Good organization, time management, communication, and teamwork skills.   Experience with other statistical analysis packages (e.g., Stata) desired.   Social science background, social science research experience, or experience in survey management desired.   Experience cleaning survey and other data desired.   Please note that candidates who proceed to the interview process will be asked to provide a SAS code sample.   ]"
Research Data Analyst,Stanford University,"Stanford, CA","[   The Department of Medicine, Division of Primary Care and Population Health in collaboration with the Center for Population Health Sciences, is seeking a Research Data Analyst 2 to contribute to analysis of large datasets examining policies and drivers of population health changes, mostly in low-resource settings and in response to environmental and climate events. The analyst will use Stata and/or R to develop, merge, and manage datasets, and conduct statistical analyses for population health research projects, and draft academic manuscripts.    Duties include:     Prioritize and extract data from a variety of sources such as notes, survey results, medical reports, and laboratory data, and maintain its accuracy and completeness.   Determine additional data collection and reporting requirements.   Design and customize reports based upon data in the database. Oversee and monitor regulatory compliance for utilization of the data.   Use system reports and analyses to identify potentially problematic data, make corrections, and eliminate root cause for data problems or justify solutions to be implemented by others.   Create complex charts and databases, perform statistical analyses, and develop graphs and tables for publication and presentation.   Provide documentation based on audit and reporting criteria to investigators and research staff.     - Other duties may also be assigned           DESIRED QUALIFICATIONS:    Expert-level proficiency in Stata and/or R, including proficiency in geospatial analysis, machine learning techniques, and web scraping algorithms.   Proficiency in Windows/OS, Word, Excel, PowerPoint or similar tools expected.   Experience with data management, including creating and merging data from large datasets.   Working knowledge of Adobe Illustrator or similar graphics editing program desirable.   Master’s or PhD degree in quantitative field and 2 years of relevant work experience preferred.    EDUCATION &amp; EXPERIENCE (REQUIRED):     Bachelor's degree and three years of relevant experience or combination of education and relevant experience. Experience in a quantitative discipline such as economics, finance, statistics or engineering.    KNOWLEDGE, SKILLS AND ABILITIES (REQUIRED):     Substantial experience with MS Office and analytical programs.   Excellent writing and analytical skills.   Ability to prioritize workload.    PHYSICAL REQUIREMENTS*:     Sitting in place at computer for long periods of time with extensive keyboarding/dexterity.   Occasionally use a telephone.   Rarely writing by hand.     - Consistent with its obligations under the law, the University will provide reasonable accommodation to any employee with a disability who requires accommodation to perform the essential functions of his or her job.     WORKING CONDITIONS:     Some work may be performed in a laboratory or field setting.    WORKING STANDARDS:     Interpersonal Skills: Demonstrates the ability to work well with Stanford colleagues and clients and with external organizations.   Promote Culture of Safety: Demonstrates commitment to personal responsibility and value for safety; communicates safety concerns; uses and promotes safe behaviors based on training and lessons learned.   Subject to and expected to comply with all applicable University policies and procedures, including but not limited to the personnel policies and other policies found in the University’s Administrative Guide, http://adminguide.stanford.edu/.      ]"
IS Business Analyst - Data Analyst,City & County of San Francisco,"San Francisco, CA 94103","[     Introduction        This is a Position-Based Test conducted in accordance with CSC Rule 111A.      San Francisco Public Utilities Commission (SFPUC)  Headquartered in San Francisco, we have 2,300 employees working in seven counties with a combined annual operating budget of over $900 million.     Our Mission:  To provide our customers with high quality, efficient, and reliable water, power, and wastewater services in a manner that values environmental and community interests and sustains the resources entrusted to our care.     Our Vision:  We are an innovative utility leader, recognized for excellent results in service, safety, stewardship, inclusiveness and commitment to the environment. To learn more about our organization, please visit our website at www.sfwater.org.    We are proud of our infrastructure and programs, but most importantly, we value our highly qualified and dedicated workforce which ensures that this vision becomes a reality. As you explore career opportunities with us, download our career guide and learn about what you can expect during the hiring process.       Position Description:     The San Francisco Public Utilities Commission (SFPUC) is seeking an experienced, outgoing and motivated business analyst to provide functional and technical support for data analysis. Under the general direction of the BI Manager, the IS Business Analyst will be responsible for data analysis using IBM Cognos as well as geospatial data analysis using ESRI software. Candidate should be well versed in SQL and have experience with web technology, as this role will be responsible for building and maintaining reports using IBM Cognos and Creating and maintaining GIS dataset using ESRI software .      Essential Functions:     Provide technical knowledge for projects involving complex analytical tasks.     Provide ad-hoc data and reporting, using SQL, PL/SQL and Cognos.     Provide support for maintaining GIS data using ESRI software.     Conduct technical analysis and some basic programming activities.     Gather business requirements and transform them into design documents for technical staff.     Partner with business on testing and training of new technologies or changes to existing processes and systems.     Create test scenarios, test cases, UAT scripts, and other testing documentation to assist with testing.     Perform other related duties, as assigned.      Equal Employment Opportunity:    The City and County of San Francisco encourages women, minorities and persons with disabilities to apply. Applicants will be considered regardless of their sex, race, age, religion, color, national origin, ancestry, physical disability, mental disability, medical condition (associated with cancer, a history of cancer, or genetic characteristics), HIV/AIDS status, genetic information, marital status, sexual orientation, gender, gender identity, gender expression, military and veteran status, or other protected category under the law.     Minimum Qualifications      Education:    An associate degree in computer science or a closely related field from an accredited college or university OR its equivalent in terms of total course credits/units [i.e., at least sixty (60) semester or ninety (90) quarter credits/units with a minimum of twenty (20) semester or thirty (30) quarter credits/units in computer science or a closely-related field].    Experience:    One (1) year in the information systems field, including technical support, content management, administration of network applications or system analysis.     Substitution:        Additional experience as described above may be substituted for the required degree on a year-for-year basis (up to a maximum of two (2) years). One (1) year is equivalent to thirty (30) semester units / forty-five (45) quarter units with a minimum of 10 semester / 15 quarter units in computer science or a closely related field.     Special Conditions:      1. One (1) year of experience design and configuration in IBM Cognos    2. One (1) year of GIS Application and Tools Experience    3. One (1) year of SQL Query Experience    The above minimum qualifications reflect special conditions associated with the position to be filled. They may differ from the standard minimum qualifications associated with this classification.       Desirable Qualifications:     Ability to facilitate requirements gathering and create technical design documents.     Proficient with SQL, PL/SQL and reporting.     Some knowledge of ESRI GIS systems and geospatial data.     Excellent written and verbal skills in expressing ideas, policies, and technical issues with sharp business acumen.     Basic web programming knowledge.     Some experience with delivering classroom Training.     Strong independent work ethic with ability to work well in teams with diverse personalities.      Applicants must meet the minimum qualification requirement by the final filing date unless otherwise noted. All work experience, education, training and other information substantiating how you meet the minimum qualifications must be included in the “Education” and “Training and Employment Record” sections of the City and County of San Francisco online application by the filing deadline.   A resume does NOT substitute for this section of the City application and will not be considered in determining whether you meet the minimum qualifications.     Verification :    Applicants may be required to submit verification of qualifying education and experience at any point during the recruitment and selection process.     Note : Falsifying one’s education, training, or work experience or attempted deception on the application may result in disqualification for this and future job opportunities with the City and County of San Francisco.    If education verification is required, information on how to verify education requirements, including verifying foreign education credits or degree equivalency, can be found at http://sfdhr.org/index.aspx?page=456.   Verification of required work experience typically must be on the employer’s letterhead, and must include the applicant’s name, job title, description of job duties, dates of employment, hours per week, and signature of the employer, supervisor, or appropriate representative.   Employees of the City and County of San Francisco may submit performance evaluations showing duties performed to verify qualifying City experience. City employees will receive credit for the duties of the class to which appointed. Credit for experience obtained outside of the employee's class will be allowed only if recorded in accordance with the provisions of Civil Service Commission Rules. CCSF employees will not receive credit for experience obtained outside of their classification unless recorded in accordance with the provisions of the Civil Service Rule 110.9.1/111A.11.2.   Experience claimed in self-employment will only be accepted if supported by documents verifying income, earnings, business license and experience comparable to minimum qualifications above. Copies of income tax papers or other documents listing occupation and total earnings must be submitted.    Verification of required valid licensure/certification typically must be a photocopy of the license/certificate including the name of the issuing agency as well as the name of the license/certificate holder, license/certificate number, and expiration date.     How To Apply     Applications for City and County of San Francisco jobs are only accepted through an online process. Visit www.jobaps.com/sf to register an account (if you have not already done so) and begin the application process.     Select the desired job announcement      Select “Apply” and read and acknowledge the information      Select either “I am a New User” if you have not previously registered, or “I have Registered Previously”      Follow instructions on the screen    Computers are available for the public (from 8:00 a.m. to 5:00 p.m. Monday through Friday) to file online applications in the lobby of the Dept. of Human Resources at 1 South Van Ness Avenue, 4th Floor, San Francisco.    Applicants may be contacted by email about this announcement and, therefore, it is their responsibility to ensure that their registered email address is accurate and kept up-to-date. Also, applicants must ensure that email from CCSF is not blocked on their computer by a spam filter. To prevent blocking, applicants should set up their email to accept CCSF mail from the following addresses (@sfgov.org, @sfdpw.org, @sfport.com, @flysfo.com, @sfwater.org, @sfdph.org, @asianart.org, @sfmta.com, @sfpl.org, @dcyf.org, @first5sf.org).    Applicants will receive a confirmation email that their online application has been received in response to every announcement for which they file. Applicants should retain this confirmation email for their records. Failure to receive this email means that the online application was not submitted or received.    All work experience, education, training and other information substantiating how you meet the minimum qualifications must be included on your application by the filing deadline. Information submitted after the filing deadline will not be considered in determining whether you meet the minimum qualifications.    Applications completed improperly may be cause for ineligibility, disqualification or may lead to lower scores.    If you have any questions regarding this recruitment or application process, please contact the exam analyst, Michelle Chee, by telephone at (415) 554-1622, or by email at MChee@sfwater.org.       ]"
